Frame 0: Cars=10, Status=4 points (Congested), Density=0.24, AvgSpeed=5.06, Score=4
Frame 575: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.81, Score=5
Frame 576: Cars=12, Status=5 points (Congested), Density=0.09, AvgSpeed=1.79, Score=5
Frame 577: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.78, Score=5
Frame 578: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.77, Score=5
Frame 579: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.76, Score=5
Frame 580: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.76, Score=5
Frame 581: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.76, Score=5
Frame 582: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.71, Score=5
Frame 583: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.67, Score=5
Frame 584: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.64, Score=5
Frame 585: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 586: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 587: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.66, Score=5
Frame 588: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.64, Score=5
Frame 589: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 590: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 591: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 592: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.62, Score=5
Frame 593: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.62, Score=5
Frame 594: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 595: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.65, Score=5
Frame 596: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.65, Score=5
Frame 597: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.65, Score=5
Frame 598: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 599: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 600: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.62, Score=5
Frame 601: Cars=12, Status=5 points (Congested), Density=0.08, AvgSpeed=1.61, Score=5
Frame 602: Cars=12, Status=5 points (Congested), Density=0.07, AvgSpeed=1.60, Score=5
Frame 603: Cars=12, Status=5 points (Congested), Density=0.07, AvgSpeed=1.60, Score=5
Frame 604: Cars=12, Status=5 points (Congested), Density=0.07, AvgSpeed=1.60, Score=5
Frame 605: Cars=12, Status=5 points (Congested), Density=0.07, AvgSpeed=1.59, Score=5
Frame 606: Cars=12, Status=5 points (Congested), Density=0.07, AvgSpeed=1.58, Score=5
Frame 607: Cars=12, Status=5 points (Congested), Density=0.07, AvgSpeed=1.57, Score=5
Frame 608: Cars=12, Status=5 points (Congested), Density=0.07, AvgSpeed=1.56, Score=5
Frame 609: Cars=12, Status=5 points (Congested), Density=0.07, AvgSpeed=1.56, Score=5
Frame 610: Cars=12, Status=5 points (Congested), Density=0.07, AvgSpeed=1.56, Score=5
Frame 611: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.55, Score=5
Frame 612: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.54, Score=5
Frame 613: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.53, Score=5
Frame 614: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.51, Score=5
Frame 615: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.51, Score=5
Frame 616: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.51, Score=5
Frame 617: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.52, Score=5
Frame 618: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.52, Score=5
Frame 619: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.50, Score=5
Frame 620: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.50, Score=5
Frame 621: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.50, Score=5
Frame 622: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.48, Score=5
Frame 623: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.45, Score=5
Frame 624: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.43, Score=5
Frame 625: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.42, Score=5
Frame 626: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.43, Score=5
Frame 627: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.42, Score=5
Frame 628: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.43, Score=5
Frame 629: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.44, Score=5
Frame 630: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.44, Score=5
Frame 631: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.43, Score=5
Frame 632: Cars=13, Status=5 points (Congested), Density=0.07, AvgSpeed=1.45, Score=5
Frame 633: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.48, Score=5
Frame 634: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.50, Score=5
Frame 635: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.52, Score=5
Frame 636: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.53, Score=5
Frame 637: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.49, Score=5
Frame 638: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.50, Score=5
Frame 639: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.51, Score=5
Frame 640: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.51, Score=5
Frame 641: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.51, Score=5
Frame 642: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.52, Score=5
Frame 643: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.53, Score=5
Frame 644: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.53, Score=5
Frame 645: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.54, Score=5
Frame 646: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.55, Score=5
Frame 647: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.56, Score=5
Frame 648: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.57, Score=5
Frame 649: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.57, Score=5
Frame 650: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.58, Score=5
Frame 651: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.58, Score=5
Frame 652: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.59, Score=5
Frame 653: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.60, Score=5
Frame 654: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.60, Score=5
Frame 655: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.60, Score=5
Frame 656: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.61, Score=5
Frame 657: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.61, Score=5
Frame 658: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 659: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.64, Score=5
Frame 660: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.64, Score=5
Frame 661: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 662: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.60, Score=5
Frame 663: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.58, Score=5
Frame 664: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.58, Score=5
Frame 665: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.61, Score=5
Frame 666: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 667: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 668: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.62, Score=5
Frame 669: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 670: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.64, Score=5
Frame 671: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.66, Score=5
Frame 672: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.69, Score=5
Frame 673: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.71, Score=5
Frame 674: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.72, Score=5
Frame 675: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.73, Score=5
Frame 676: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.74, Score=5
Frame 677: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.76, Score=5
Frame 678: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.75, Score=5
Frame 679: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.74, Score=5
Frame 680: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.74, Score=5
Frame 681: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.74, Score=5
Frame 682: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.75, Score=5
Frame 683: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.75, Score=5
Frame 684: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.76, Score=5
Frame 685: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.76, Score=5
Frame 686: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.76, Score=5
Frame 687: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.76, Score=5
Frame 688: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.77, Score=5
Frame 689: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.78, Score=5
Frame 690: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.80, Score=5
Frame 691: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.80, Score=5
Frame 692: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.80, Score=5
Frame 693: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.80, Score=5
Frame 694: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
Frame 695: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.83, Score=5
Frame 696: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.84, Score=5
Frame 697: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.85, Score=5
Frame 698: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.84, Score=5
Frame 699: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.84, Score=5
Frame 700: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
Frame 701: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.79, Score=5
Frame 702: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.78, Score=5
Frame 703: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.77, Score=5
Frame 704: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.77, Score=5
Frame 705: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.77, Score=5
Frame 706: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.77, Score=5
Frame 707: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.77, Score=5
Frame 708: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.77, Score=5
Frame 709: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.76, Score=5
Frame 710: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.77, Score=5
Frame 711: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.78, Score=5
Frame 712: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
Frame 713: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.85, Score=5
Frame 714: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.86, Score=5
Frame 715: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.83, Score=5
Frame 716: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
Frame 717: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
Frame 718: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
Frame 719: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.83, Score=5
Frame 720: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.83, Score=5
Frame 721: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.83, Score=5
Frame 722: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
Frame 723: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.83, Score=5
Frame 724: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.83, Score=5
Frame 725: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.83, Score=5
Frame 726: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.83, Score=5
Frame 727: Cars=14, Status=5 points (Congested), Density=0.09, AvgSpeed=1.82, Score=5
Frame 728: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.82, Score=5
Frame 729: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.81, Score=5
Frame 730: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.82, Score=5
Frame 731: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.82, Score=5
Frame 732: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.82, Score=5
Frame 733: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.82, Score=5
Frame 734: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.81, Score=5
Frame 735: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.80, Score=5
Frame 736: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.79, Score=5
Frame 737: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.80, Score=5
Frame 738: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.80, Score=5
Frame 739: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.77, Score=5
Frame 740: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.72, Score=5
Frame 741: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.69, Score=5
Frame 742: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.68, Score=5
Frame 743: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.68, Score=5
Frame 744: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.67, Score=5
Frame 745: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.65, Score=5
Frame 746: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.64, Score=5
Frame 747: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 748: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 749: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.63, Score=5
Frame 750: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.66, Score=5
Frame 751: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.69, Score=5
Frame 752: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.69, Score=5
Frame 753: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.70, Score=5
Frame 754: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.69, Score=5
Frame 755: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.70, Score=5
Frame 756: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.70, Score=5
Frame 757: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.69, Score=5
Frame 758: Cars=14, Status=5 points (Congested), Density=0.08, AvgSpeed=1.69, Score=5
Frame 759: Cars=15, Status=5 points (Congested), Density=0.08, AvgSpeed=1.68, Score=5
Frame 760: Cars=15, Status=5 points (Congested), Density=0.08, AvgSpeed=1.67, Score=5
Frame 761: Cars=15, Status=5 points (Congested), Density=0.08, AvgSpeed=1.67, Score=5
Frame 762: Cars=15, Status=5 points (Congested), Density=0.08, AvgSpeed=1.66, Score=5
Frame 763: Cars=15, Status=5 points (Congested), Density=0.08, AvgSpeed=1.65, Score=5
Frame 764: Cars=15, Status=5 points (Congested), Density=0.08, AvgSpeed=1.64, Score=5
Frame 765: Cars=15, Status=5 points (Congested), Density=0.07, AvgSpeed=1.64, Score=5
Frame 766: Cars=15, Status=5 points (Congested), Density=0.07, AvgSpeed=1.63, Score=5
Frame 767: Cars=15, Status=5 points (Congested), Density=0.07, AvgSpeed=1.63, Score=5
Frame 768: Cars=15, Status=5 points (Congested), Density=0.07, AvgSpeed=1.62, Score=5
Frame 769: Cars=15, Status=5 points (Congested), Density=0.07, AvgSpeed=1.61, Score=5
Frame 770: Cars=15, Status=5 points (Congested), Density=0.07, AvgSpeed=1.60, Score=5
Frame 771: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.59, Score=5
Frame 772: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.58, Score=5
Frame 773: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.58, Score=5
Frame 774: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.57, Score=5
Frame 775: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.56, Score=5
Frame 776: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.55, Score=5
Frame 777: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.53, Score=5
Frame 778: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.51, Score=5
Frame 779: Cars=14, Status=5 points (Congested), Density=0.07, AvgSpeed=1.48, Score=5
Frame 780: Cars=15, Status=5 points (Congested), Density=0.07, AvgSpeed=1.46, Score=5
Frame 781: Cars=15, Status=5 points (Congested), Density=0.07, AvgSpeed=1.44, Score=5
Frame 782: Cars=15, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.43, Score=6
Frame 783: Cars=15, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.42, Score=6
Frame 784: Cars=15, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.41, Score=6
Frame 785: Cars=15, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.40, Score=6
Frame 786: Cars=14, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.40, Score=6
Frame 787: Cars=14, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.39, Score=6
Frame 788: Cars=14, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.37, Score=6
Frame 789: Cars=14, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.38, Score=6
Frame 790: Cars=14, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.39, Score=6
Frame 791: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.41, Score=5
Frame 792: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.41, Score=5
Frame 793: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.40, Score=5
Frame 794: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.38, Score=5
Frame 795: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.37, Score=5
Frame 796: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.37, Score=5
Frame 797: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.36, Score=5
Frame 798: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.35, Score=5
Frame 799: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.34, Score=5
Frame 800: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.32, Score=5
Frame 801: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.31, Score=5
Frame 802: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.30, Score=5
Frame 803: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.30, Score=5
Frame 804: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.29, Score=5
Frame 805: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.29, Score=5
Frame 806: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.27, Score=5
Frame 807: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.28, Score=5
Frame 808: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.27, Score=5
Frame 809: Cars=14, Status=5 points (Congested), Density=0.06, AvgSpeed=1.28, Score=5
Frame 810: Cars=14, Status=5 points (Congested), Density=0.05, AvgSpeed=1.27, Score=5
Frame 811: Cars=14, Status=5 points (Congested), Density=0.05, AvgSpeed=1.26, Score=5
Frame 812: Cars=14, Status=5 points (Congested), Density=0.05, AvgSpeed=1.26, Score=5
Frame 813: Cars=14, Status=5 points (Congested), Density=0.05, AvgSpeed=1.25, Score=5
Frame 814: Cars=14, Status=5 points (Congested), Density=0.05, AvgSpeed=1.25, Score=5
Frame 815: Cars=14, Status=5 points (Congested), Density=0.05, AvgSpeed=1.25, Score=5
Frame 816: Cars=14, Status=5 points (Congested), Density=0.05, AvgSpeed=1.25, Score=5
Frame 817: Cars=14, Status=5 points (Congested), Density=0.05, AvgSpeed=1.23, Score=5
Frame 818: Cars=14, Status=6 points (Heavy Traffic), Density=0.05, AvgSpeed=1.21, Score=6
Frame 819: Cars=14, Status=6 points (Heavy Traffic), Density=0.05, AvgSpeed=1.18, Score=6
Frame 820: Cars=14, Status=6 points (Heavy Traffic), Density=0.05, AvgSpeed=1.19, Score=6
Frame 821: Cars=14, Status=6 points (Heavy Traffic), Density=0.05, AvgSpeed=1.19, Score=6
Frame 822: Cars=14, Status=6 points (Heavy Traffic), Density=0.05, AvgSpeed=1.19, Score=6
Frame 823: Cars=14, Status=6 points (Heavy Traffic), Density=0.05, AvgSpeed=1.19, Score=6
Frame 824: Cars=14, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.19, Score=6
Frame 825: Cars=14, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.19, Score=6
Frame 826: Cars=14, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.19, Score=6
Frame 827: Cars=14, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.20, Score=6
Frame 828: Cars=14, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.23, Score=6
Frame 829: Cars=14, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.26, Score=6
Frame 830: Cars=14, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.27, Score=6
Frame 831: Cars=14, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.28, Score=6
Frame 832: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.28, Score=6
Frame 833: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.29, Score=6
Frame 834: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.30, Score=6
Frame 835: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.30, Score=6
Frame 836: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.31, Score=6
Frame 837: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.31, Score=6
Frame 838: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.32, Score=6
Frame 839: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.33, Score=6
Frame 840: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.35, Score=6
Frame 841: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.36, Score=6
Frame 842: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.36, Score=6
Frame 843: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.37, Score=6
Frame 844: Cars=15, Status=6 points (Heavy Traffic), Density=0.06, AvgSpeed=1.39, Score=6
Frame 845: Cars=15, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.39, Score=6
Frame 846: Cars=15, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.40, Score=6
Frame 847: Cars=15, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.41, Score=6
Frame 848: Cars=15, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.41, Score=6
Frame 849: Cars=15, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.41, Score=6
Frame 850: Cars=15, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.42, Score=6
Frame 851: Cars=16, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.42, Score=6
Frame 852: Cars=16, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.43, Score=6
Frame 853: Cars=16, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.44, Score=6
Frame 854: Cars=16, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.44, Score=6
Frame 855: Cars=16, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.45, Score=6
Frame 856: Cars=16, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.45, Score=6
Frame 857: Cars=16, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.42, Score=6
Frame 858: Cars=16, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.40, Score=6
Frame 859: Cars=16, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.39, Score=6
Frame 860: Cars=16, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.40, Score=6
Frame 861: Cars=16, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.40, Score=6
Frame 862: Cars=16, Status=6 points (Heavy Traffic), Density=0.07, AvgSpeed=1.41, Score=6
Frame 863: Cars=16, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=1.41, Score=6
Frame 864: Cars=16, Status=6 points (Heavy Traffic), Density=0.08, AvgSpeed=1.41, Score=6
