Frame 0: Cars=2, Status=3 points (Congested), Density=0.06, AvgSpeed=10.95, Score=3
Frame 592: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.51, Score=4
Frame 593: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.50, Score=4
Frame 594: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.52, Score=4
Frame 595: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.53, Score=4
Frame 596: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.52, Score=4
Frame 597: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.54, Score=4
Frame 598: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.55, Score=4
Frame 599: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.54, Score=4
Frame 600: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.20, Score=4
Frame 601: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.22, Score=4
Frame 602: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.20, Score=4
Frame 603: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.22, Score=4
Frame 604: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.25, Score=4
Frame 605: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.24, Score=4
Frame 606: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.25, Score=4
Frame 607: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.25, Score=4
Frame 608: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.23, Score=4
Frame 609: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.24, Score=4
Frame 610: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.24, Score=4
Frame 611: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.22, Score=4
Frame 612: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.24, Score=4
Frame 613: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.24, Score=4
Frame 614: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.23, Score=4
Frame 615: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.27, Score=4
Frame 616: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.29, Score=4
Frame 617: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.29, Score=4
Frame 618: Cars=9, Status=4 points (Congested), Density=0.18, AvgSpeed=5.32, Score=4
Frame 619: Cars=9, Status=4 points (Congested), Density=0.18, AvgSpeed=5.35, Score=4
Frame 620: Cars=9, Status=4 points (Congested), Density=0.18, AvgSpeed=5.91, Score=4
Frame 621: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.95, Score=4
Frame 622: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.97, Score=4
Frame 623: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.97, Score=4
Frame 624: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.98, Score=4
Frame 625: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.99, Score=4
Frame 626: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.97, Score=4
Frame 627: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=5.99, Score=4
Frame 628: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.99, Score=4
Frame 629: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.96, Score=4
Frame 630: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.98, Score=4
Frame 631: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=6.01, Score=4
Frame 632: Cars=9, Status=4 points (Congested), Density=0.21, AvgSpeed=5.99, Score=4
Frame 633: Cars=9, Status=4 points (Congested), Density=0.21, AvgSpeed=6.02, Score=4
Frame 634: Cars=10, Status=4 points (Congested), Density=0.21, AvgSpeed=6.03, Score=4
Frame 635: Cars=10, Status=4 points (Congested), Density=0.21, AvgSpeed=6.03, Score=4
Frame 636: Cars=10, Status=4 points (Congested), Density=0.21, AvgSpeed=6.07, Score=4
Frame 637: Cars=10, Status=4 points (Congested), Density=0.21, AvgSpeed=6.06, Score=4
Frame 638: Cars=10, Status=4 points (Congested), Density=0.21, AvgSpeed=6.05, Score=4
Frame 639: Cars=10, Status=4 points (Congested), Density=0.21, AvgSpeed=6.07, Score=4
Frame 640: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=6.08, Score=4
Frame 641: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=6.06, Score=4
Frame 642: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=6.06, Score=4
Frame 643: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=6.07, Score=4
Frame 644: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=6.03, Score=4
Frame 645: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=6.04, Score=4
Frame 646: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=6.04, Score=4
Frame 647: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=6.02, Score=4
Frame 648: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=6.03, Score=4
Frame 649: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=6.04, Score=4
Frame 650: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=6.01, Score=4
Frame 651: Cars=11, Status=4 points (Congested), Density=0.23, AvgSpeed=6.03, Score=4
Frame 652: Cars=11, Status=4 points (Congested), Density=0.23, AvgSpeed=6.04, Score=4
Frame 653: Cars=11, Status=4 points (Congested), Density=0.23, AvgSpeed=6.01, Score=4
Frame 654: Cars=11, Status=4 points (Congested), Density=0.24, AvgSpeed=6.02, Score=4
Frame 655: Cars=11, Status=4 points (Congested), Density=0.24, AvgSpeed=6.03, Score=4
Frame 656: Cars=11, Status=4 points (Congested), Density=0.25, AvgSpeed=6.03, Score=4
Frame 657: Cars=11, Status=4 points (Congested), Density=0.25, AvgSpeed=6.07, Score=4
Frame 658: Cars=11, Status=4 points (Congested), Density=0.25, AvgSpeed=6.09, Score=4
Frame 659: Cars=11, Status=4 points (Congested), Density=0.26, AvgSpeed=6.09, Score=4
Frame 660: Cars=12, Status=4 points (Congested), Density=0.26, AvgSpeed=6.12, Score=4
Frame 661: Cars=12, Status=4 points (Congested), Density=0.26, AvgSpeed=6.13, Score=4
Frame 662: Cars=12, Status=4 points (Congested), Density=0.27, AvgSpeed=6.12, Score=4
Frame 663: Cars=12, Status=4 points (Congested), Density=0.27, AvgSpeed=6.15, Score=4
Frame 664: Cars=12, Status=4 points (Congested), Density=0.27, AvgSpeed=6.15, Score=4
Frame 665: Cars=12, Status=5 points (Congested), Density=0.27, AvgSpeed=6.10, Score=5
Frame 666: Cars=12, Status=5 points (Congested), Density=0.28, AvgSpeed=6.11, Score=5
Frame 667: Cars=12, Status=5 points (Congested), Density=0.28, AvgSpeed=6.09, Score=5
Frame 668: Cars=12, Status=5 points (Congested), Density=0.28, AvgSpeed=6.06, Score=5
Frame 669: Cars=12, Status=5 points (Congested), Density=0.28, AvgSpeed=6.05, Score=5
Frame 670: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.47, Score=5
Frame 671: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.44, Score=5
Frame 672: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.44, Score=5
Frame 673: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.44, Score=5
Frame 674: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.41, Score=5
Frame 675: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.42, Score=5
Frame 676: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.43, Score=5
Frame 677: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.41, Score=5
Frame 678: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.41, Score=5
Frame 679: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.43, Score=5
Frame 680: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.39, Score=5
Frame 681: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.40, Score=5
Frame 682: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.40, Score=5
Frame 683: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.37, Score=5
Frame 684: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.38, Score=5
Frame 685: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.37, Score=5
Frame 686: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.37, Score=5
Frame 687: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.39, Score=5
Frame 688: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.38, Score=5
Frame 689: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.36, Score=5
Frame 690: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.38, Score=5
Frame 691: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.38, Score=5
Frame 692: Cars=13, Status=5 points (Congested), Density=0.29, AvgSpeed=5.36, Score=5
Frame 693: Cars=13, Status=5 points (Congested), Density=0.28, AvgSpeed=5.37, Score=5
Frame 694: Cars=13, Status=5 points (Congested), Density=0.28, AvgSpeed=5.37, Score=5
Frame 695: Cars=13, Status=5 points (Congested), Density=0.28, AvgSpeed=5.35, Score=5
Frame 696: Cars=13, Status=5 points (Congested), Density=0.28, AvgSpeed=5.36, Score=5
Frame 697: Cars=13, Status=5 points (Congested), Density=0.28, AvgSpeed=5.39, Score=5
Frame 698: Cars=13, Status=5 points (Congested), Density=0.28, AvgSpeed=5.37, Score=5
Frame 699: Cars=13, Status=5 points (Congested), Density=0.28, AvgSpeed=5.37, Score=5
Frame 700: Cars=13, Status=5 points (Congested), Density=0.28, AvgSpeed=5.36, Score=5
Frame 701: Cars=13, Status=5 points (Congested), Density=0.28, AvgSpeed=5.32, Score=5
Frame 702: Cars=13, Status=5 points (Congested), Density=0.28, AvgSpeed=5.32, Score=5
Frame 703: Cars=13, Status=5 points (Congested), Density=0.27, AvgSpeed=5.31, Score=5
Frame 704: Cars=12, Status=5 points (Congested), Density=0.27, AvgSpeed=5.27, Score=5
Frame 705: Cars=12, Status=5 points (Congested), Density=0.27, AvgSpeed=5.27, Score=5
Frame 706: Cars=12, Status=5 points (Congested), Density=0.26, AvgSpeed=5.26, Score=5
Frame 707: Cars=12, Status=5 points (Congested), Density=0.26, AvgSpeed=5.23, Score=5
Frame 708: Cars=12, Status=4 points (Congested), Density=0.25, AvgSpeed=5.22, Score=4
Frame 709: Cars=12, Status=4 points (Congested), Density=0.25, AvgSpeed=5.20, Score=4
Frame 710: Cars=12, Status=4 points (Congested), Density=0.25, AvgSpeed=5.16, Score=4
Frame 711: Cars=12, Status=4 points (Congested), Density=0.25, AvgSpeed=5.15, Score=4
Frame 712: Cars=12, Status=4 points (Congested), Density=0.25, AvgSpeed=5.14, Score=4
Frame 713: Cars=12, Status=4 points (Congested), Density=0.24, AvgSpeed=5.11, Score=4
Frame 714: Cars=11, Status=4 points (Congested), Density=0.24, AvgSpeed=5.11, Score=4
Frame 715: Cars=11, Status=4 points (Congested), Density=0.24, AvgSpeed=5.11, Score=4
Frame 716: Cars=11, Status=4 points (Congested), Density=0.24, AvgSpeed=5.09, Score=4
Frame 717: Cars=11, Status=4 points (Congested), Density=0.24, AvgSpeed=5.10, Score=4
Frame 718: Cars=11, Status=4 points (Congested), Density=0.24, AvgSpeed=5.11, Score=4
Frame 719: Cars=11, Status=4 points (Congested), Density=0.23, AvgSpeed=5.09, Score=4
Frame 720: Cars=11, Status=4 points (Congested), Density=0.23, AvgSpeed=5.10, Score=4
Frame 721: Cars=11, Status=4 points (Congested), Density=0.23, AvgSpeed=5.10, Score=4
Frame 722: Cars=11, Status=4 points (Congested), Density=0.23, AvgSpeed=5.08, Score=4
Frame 723: Cars=11, Status=4 points (Congested), Density=0.23, AvgSpeed=5.09, Score=4
Frame 724: Cars=11, Status=4 points (Congested), Density=0.22, AvgSpeed=5.08, Score=4
Frame 725: Cars=11, Status=4 points (Congested), Density=0.22, AvgSpeed=5.06, Score=4
Frame 726: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=5.05, Score=4
Frame 727: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=5.05, Score=4
Frame 728: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=5.03, Score=4
Frame 729: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=5.03, Score=4
Frame 730: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=5.04, Score=4
Frame 731: Cars=10, Status=4 points (Congested), Density=0.21, AvgSpeed=5.01, Score=4
Frame 732: Cars=10, Status=4 points (Congested), Density=0.21, AvgSpeed=5.07, Score=4
Frame 733: Cars=10, Status=4 points (Congested), Density=0.21, AvgSpeed=5.08, Score=4
Frame 734: Cars=10, Status=4 points (Congested), Density=0.21, AvgSpeed=5.06, Score=4
Frame 735: Cars=10, Status=4 points (Congested), Density=0.21, AvgSpeed=5.08, Score=4
Frame 736: Cars=10, Status=4 points (Congested), Density=0.20, AvgSpeed=5.05, Score=4
Frame 737: Cars=10, Status=4 points (Congested), Density=0.20, AvgSpeed=5.04, Score=4
Frame 738: Cars=10, Status=4 points (Congested), Density=0.20, AvgSpeed=5.04, Score=4
Frame 739: Cars=10, Status=4 points (Congested), Density=0.20, AvgSpeed=5.03, Score=4
Frame 740: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.00, Score=4
Frame 741: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.00, Score=4
Frame 742: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=4.99, Score=4
Frame 743: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=4.97, Score=4
Frame 744: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.98, Score=4
Frame 745: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.97, Score=4
Frame 746: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.95, Score=4
Frame 747: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.92, Score=4
Frame 748: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.91, Score=4
Frame 749: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.88, Score=4
Frame 750: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.90, Score=4
Frame 751: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.90, Score=4
Frame 752: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.87, Score=4
Frame 753: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.87, Score=4
Frame 754: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.88, Score=4
Frame 755: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.87, Score=4
Frame 756: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.86, Score=4
Frame 757: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.85, Score=4
Frame 758: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.84, Score=4
Frame 759: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.86, Score=4
Frame 760: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.86, Score=4
Frame 761: Cars=9, Status=4 points (Congested), Density=0.18, AvgSpeed=4.84, Score=4
Frame 762: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=4.84, Score=4
Frame 763: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=4.85, Score=4
Frame 764: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=4.83, Score=4
Frame 765: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=4.84, Score=4
Frame 766: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=4.84, Score=4
Frame 767: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.82, Score=4
Frame 768: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=4.84, Score=4
Frame 769: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=4.89, Score=4
Frame 770: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.89, Score=4
Frame 771: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.91, Score=4
Frame 772: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.92, Score=4
Frame 773: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.89, Score=4
Frame 774: Cars=9, Status=4 points (Congested), Density=0.19, AvgSpeed=4.91, Score=4
Frame 775: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=4.92, Score=4
Frame 776: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=4.92, Score=4
Frame 777: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=4.94, Score=4
Frame 778: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=4.94, Score=4
Frame 779: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=4.94, Score=4
Frame 780: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=4.96, Score=4
Frame 781: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=4.98, Score=4
Frame 782: Cars=9, Status=4 points (Congested), Density=0.21, AvgSpeed=4.94, Score=4
Frame 783: Cars=9, Status=4 points (Congested), Density=0.21, AvgSpeed=4.95, Score=4
Frame 784: Cars=9, Status=4 points (Congested), Density=0.21, AvgSpeed=4.96, Score=4
Frame 785: Cars=9, Status=4 points (Congested), Density=0.21, AvgSpeed=4.93, Score=4
Frame 786: Cars=10, Status=4 points (Congested), Density=0.21, AvgSpeed=4.95, Score=4
Frame 787: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=4.95, Score=4
Frame 788: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=4.94, Score=4
Frame 789: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=4.96, Score=4
Frame 790: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=4.99, Score=4
Frame 791: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=4.99, Score=4
Frame 792: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=5.02, Score=4
Frame 793: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=5.03, Score=4
Frame 794: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=5.03, Score=4
Frame 795: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=5.06, Score=4
Frame 796: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=5.06, Score=4
Frame 797: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.07, Score=4
Frame 798: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.10, Score=4
Frame 799: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.12, Score=4
Frame 800: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.12, Score=4
Frame 801: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.15, Score=4
Frame 802: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.18, Score=4
Frame 803: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.19, Score=4
Frame 804: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.21, Score=4
Frame 805: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.22, Score=4
Frame 806: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.24, Score=4
Frame 807: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.25, Score=4
Frame 808: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.28, Score=4
Frame 809: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.28, Score=4
Frame 810: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.32, Score=4
Frame 811: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.34, Score=4
Frame 812: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.35, Score=4
Frame 813: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.36, Score=4
Frame 814: Cars=10, Status=4 points (Congested), Density=0.23, AvgSpeed=5.38, Score=4
Frame 815: Cars=10, Status=4 points (Congested), Density=0.22, AvgSpeed=5.37, Score=4
Frame 816: Cars=9, Status=4 points (Congested), Density=0.22, AvgSpeed=5.41, Score=4
Frame 817: Cars=9, Status=4 points (Congested), Density=0.22, AvgSpeed=5.41, Score=4
Frame 818: Cars=9, Status=4 points (Congested), Density=0.21, AvgSpeed=5.38, Score=4
Frame 819: Cars=9, Status=4 points (Congested), Density=0.21, AvgSpeed=5.34, Score=4
Frame 820: Cars=9, Status=4 points (Congested), Density=0.21, AvgSpeed=5.33, Score=4
Frame 821: Cars=9, Status=4 points (Congested), Density=0.21, AvgSpeed=5.30, Score=4
Frame 822: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.31, Score=4
Frame 823: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.31, Score=4
Frame 824: Cars=9, Status=4 points (Congested), Density=0.20, AvgSpeed=5.29, Score=4
Frame 825: Cars=8, Status=4 points (Congested), Density=0.20, AvgSpeed=5.30, Score=4
Frame 826: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.30, Score=4
Frame 827: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.28, Score=4
Frame 828: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.28, Score=4
Frame 829: Cars=8, Status=4 points (Congested), Density=0.19, AvgSpeed=5.26, Score=4
Frame 830: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.25, Score=4
Frame 831: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.26, Score=4
Frame 832: Cars=8, Status=4 points (Congested), Density=0.18, AvgSpeed=5.26, Score=4
Frame 833: Cars=7, Status=4 points (Congested), Density=0.18, AvgSpeed=5.24, Score=4
Frame 834: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.25, Score=4
Frame 835: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.27, Score=4
Frame 836: Cars=7, Status=4 points (Congested), Density=0.17, AvgSpeed=5.25, Score=4
Frame 837: Cars=7, Status=4 points (Congested), Density=0.16, AvgSpeed=5.27, Score=4
Frame 838: Cars=7, Status=4 points (Congested), Density=0.16, AvgSpeed=5.28, Score=4
Frame 839: Cars=7, Status=4 points (Congested), Density=0.16, AvgSpeed=5.26, Score=4
Frame 840: Cars=7, Status=4 points (Congested), Density=0.15, AvgSpeed=5.24, Score=4
Frame 841: Cars=7, Status=3 points (Congested), Density=0.15, AvgSpeed=5.24, Score=3
Frame 842: Cars=6, Status=3 points (Congested), Density=0.15, AvgSpeed=5.21, Score=3
Frame 843: Cars=6, Status=3 points (Congested), Density=0.15, AvgSpeed=5.21, Score=3
Frame 844: Cars=6, Status=3 points (Congested), Density=0.14, AvgSpeed=5.22, Score=3
Frame 845: Cars=6, Status=3 points (Congested), Density=0.14, AvgSpeed=5.20, Score=3
Frame 846: Cars=6, Status=3 points (Congested), Density=0.14, AvgSpeed=5.21, Score=3
Frame 847: Cars=6, Status=3 points (Congested), Density=0.13, AvgSpeed=5.24, Score=3
Frame 848: Cars=6, Status=3 points (Congested), Density=0.13, AvgSpeed=5.22, Score=3
Frame 849: Cars=6, Status=3 points (Congested), Density=0.13, AvgSpeed=5.23, Score=3
Frame 850: Cars=6, Status=3 points (Congested), Density=0.12, AvgSpeed=5.22, Score=3
Frame 851: Cars=5, Status=3 points (Congested), Density=0.12, AvgSpeed=5.19, Score=3
Frame 852: Cars=5, Status=3 points (Congested), Density=0.12, AvgSpeed=5.18, Score=3
Frame 853: Cars=5, Status=3 points (Congested), Density=0.11, AvgSpeed=5.18, Score=3
Frame 854: Cars=5, Status=3 points (Congested), Density=0.11, AvgSpeed=5.16, Score=3
Frame 855: Cars=5, Status=3 points (Congested), Density=0.11, AvgSpeed=5.19, Score=3
Frame 856: Cars=5, Status=3 points (Congested), Density=0.10, AvgSpeed=5.18, Score=3
Frame 857: Cars=5, Status=3 points (Congested), Density=0.10, AvgSpeed=5.17, Score=3
Frame 858: Cars=5, Status=3 points (Congested), Density=0.10, AvgSpeed=5.18, Score=3
Frame 859: Cars=5, Status=3 points (Congested), Density=0.10, AvgSpeed=5.19, Score=3
Frame 860: Cars=5, Status=3 points (Congested), Density=0.10, AvgSpeed=5.15, Score=3
Frame 861: Cars=5, Status=3 points (Congested), Density=0.09, AvgSpeed=5.16, Score=3
Frame 862: Cars=5, Status=3 points (Congested), Density=0.09, AvgSpeed=5.15, Score=3
Frame 863: Cars=5, Status=3 points (Congested), Density=0.09, AvgSpeed=5.13, Score=3
Frame 864: Cars=5, Status=3 points (Congested), Density=0.09, AvgSpeed=5.15, Score=3
Frame 865: Cars=5, Status=3 points (Congested), Density=0.09, AvgSpeed=5.15, Score=3
Frame 866: Cars=5, Status=3 points (Congested), Density=0.09, AvgSpeed=5.12, Score=3
Frame 867: Cars=5, Status=3 points (Congested), Density=0.09, AvgSpeed=5.13, Score=3
Frame 868: Cars=5, Status=3 points (Congested), Density=0.09, AvgSpeed=5.14, Score=3
Frame 869: Cars=5, Status=3 points (Congested), Density=0.09, AvgSpeed=5.12, Score=3
Frame 870: Cars=5, Status=3 points (Congested), Density=0.08, AvgSpeed=5.14, Score=3
Frame 871: Cars=5, Status=3 points (Congested), Density=0.08, AvgSpeed=5.15, Score=3
Frame 872: Cars=5, Status=3 points (Congested), Density=0.08, AvgSpeed=5.14, Score=3
Frame 873: Cars=5, Status=3 points (Congested), Density=0.08, AvgSpeed=5.15, Score=3
Frame 874: Cars=5, Status=3 points (Congested), Density=0.08, AvgSpeed=5.18, Score=3
Frame 875: Cars=4, Status=3 points (Congested), Density=0.08, AvgSpeed=5.16, Score=3
Frame 876: Cars=4, Status=3 points (Congested), Density=0.08, AvgSpeed=5.17, Score=3
Frame 877: Cars=4, Status=3 points (Congested), Density=0.08, AvgSpeed=5.18, Score=3
Frame 878: Cars=4, Status=3 points (Congested), Density=0.08, AvgSpeed=5.17, Score=3
Frame 879: Cars=4, Status=3 points (Congested), Density=0.08, AvgSpeed=5.17, Score=3
Frame 880: Cars=4, Status=3 points (Congested), Density=0.08, AvgSpeed=5.16, Score=3
Frame 881: Cars=4, Status=3 points (Congested), Density=0.08, AvgSpeed=5.11, Score=3
Frame 882: Cars=4, Status=3 points (Congested), Density=0.08, AvgSpeed=5.11, Score=3
Frame 883: Cars=4, Status=3 points (Congested), Density=0.08, AvgSpeed=5.12, Score=3
Frame 884: Cars=4, Status=3 points (Congested), Density=0.09, AvgSpeed=5.10, Score=3
Frame 885: Cars=4, Status=3 points (Congested), Density=0.09, AvgSpeed=5.12, Score=3
Frame 886: Cars=4, Status=3 points (Congested), Density=0.09, AvgSpeed=5.12, Score=3
Frame 887: Cars=4, Status=3 points (Congested), Density=0.09, AvgSpeed=5.10, Score=3
